2023-Q3,2023-Q4,2024-Q1,2024-Q2,2024-Q3,2024-Q4,2025-Q1,2025-Q2
SEE,SEE,STM,STM,STM,STM,NATR,NATR
SEI,SEI,STN,STN,STN,STN,NDAQ,NDAQ
SGRY,SGRY,STRL,STRL,STRL,STRL,NEPH,NEPH
SKYW,SKYW,SWX,SWX,SWX,SWX,NET,NET
SLP,SLP,SXC,SXC,SXC,SXC,NEXA,NEXA
SMPL,SMPL,TAC,TAC,TAC,TAC,NFLX,NFLX
SNN,SNN,TBCH,TBCH,TBCH,TBCH,NGD,NGD
SNPS,SNPS,TCMD,TCMD,TCMD,TCMD,NICE,NICE
SON,SON,TDC,TDC,TDC,TDC,NOA,NOA
SSP,SSP,TEVA,TEVA,TEVA,TEVA,NOTE,NOTE
STAA,STAA,TGB,TGB,TGB,TGB,NRG,NRG
STLA,STLA,TOL,TOL,TOL,TOL,NSC,NSC
STM,STM,TPB,TPB,TPB,TPB,NSSC,NSSC
STX,STX,TR,TR,TR,TR,NTIC,NTIC
SUZ,SUZ,TTD,TTD,TTD,TTD,NTWK,NTWK
TAC,TAC,TWI,TWI,TWI,TWI,NVGS,NVGS
TECK,TECK,TZOO,TZOO,TZOO,TZOO,NWL,NWL
TEX,TEX,UAL,UAL,UAL,UAL,OPFI,OPFI
TGLS,TGLS,UBER,UBER,UBER,UBER,ORLA,ORLA
THRY,THRY,UCL,UCL,UCL,UCL,ORN,ORN
TIGO,TIGO,UDR,UDR,UDR,UDR,OTTR,OTTR
TNL,TNL,UL,UL,UL,UL,PAAS,PAAS
TOL,TOL,ULBI,ULBI,ULBI,ULBI,PAYO,PAYO
TPIC,TPIC,USIO,USIO,USIO,USIO,PCG,PCG
TR,TR,VALU,VALU,VALU,VALU,PCYO,PCYO
TSN,TSN,VC,VC,VC,VC,PEP,PEP
TSQ,TSQ,VERX,VERX,VERX,VERX,PHM,PHM
TTI,TTI,VIST,VIST,VIST,VIST,PK,PK
TYL,TYL,VITL,VITL,VITL,VITL,PLNT,PLNT
UAL,UAL,VPG,VPG,VPG,VPG,PLTR,PLTR
UDR,UDR,VRSN,VRSN,VRSN,VRSN,POR,POR
UFPI,UFPI,WAB,WAB,WAB,WAB,POST,POST
UL,UL,WBD,WBD,WBD,WBD,PR,PR
UNFI,UNFI,WELL,WELL,WELL,WELL,PRSU,PRSU
UNP,UNP,WEN,WEN,WEN,WEN,PTC,PTC
USAC,USAC,WHD,WHD,WHD,WHD,PWR,PWR
UTHR,UTHR,WILC,WILC,WILC,WILC,QGEN,QGEN
UTI,UTI,WING,WING,WING,WING,QUAD,QUAD
V,V,WOR,WOR,WOR,WOR,QXO,QXO
VALU,VALU,WTTR,WTTR,WTTR,WTTR,R,R
VERI,VERI,WWW,WWW,WWW,WWW,RACE,RACE
VREX,VREX,XRX,XRX,XRX,XRX,RBA,RBA
VRSK,VRSK,YALA,YALA,YALA,YALA,RDVT,RDVT
VRTX,VRTX,ZBH,ZBH,ZBH,ZBH,RDWR,RDWR
VTRS,VTRS,ZEPP,ZEPP,ZEPP,ZEPP,REYN,REYN
WAB,WAB,A,A,A,A,RIO,RIO
WBA,WBA,AAOI,AAOI,AAOI,AAOI,RLGT,RLGT
WCC,WCC,AAP,AAP,AAP,AAP,RMD,RMD
WM,WM,ABT,ABT,ABT,ABT,ROL,ROL
WMB,WMB,ACA,ACA,ACA,ACA,RRR,RRR
XEL,XEL,ACEL,ACEL,ACEL,ACEL,RTO,RTO
XIFR,XIFR,ACHC,ACHC,ACHC,ACHC,RVTY,RVTY
XPRO,XPRO,ACN,ACN,ACN,ACN,RYAM,RYAM
ZBH,ZBH,ACTG,ACTG,ACTG,ACTG,SAM,SAM
ZEUS,ZEUS,AEP,AEP,AEP,AEP,SANG,SANG
ZYXI,ZYXI,AEYE,AEYE,AEYE,AEYE,SB,SB
AA,AA,AFYA,AFYA,AFYA,AFYA,SBLK,SBLK
AAON,AAON,AIN,AIN,AIN,AIN,SCSC,SCSC
ABT,ABT,ALGN,ALGN,ALGN,ALGN,SE,SE
ACM,ACM,ALGT,ALGT,ALGT,ALGT,SEE,SEE
ACN,ACN,AMAT,AMAT,AMAT,AMAT,SFIX,SFIX
ACRS,ACRS,AMCR,AMCR,AMCR,AMCR,SGU,SGU
ADT,ADT,AMD,AMD,AMD,AMD,SHOP,SHOP
AEE,AEE,AMGN,AMGN,AMGN,AMGN,SIMO,SIMO
AGCO,AGCO,AMKR,AMKR,AMKR,AMKR,SKX,SKX
AHCO,AHCO,AMN,AMN,AMN,AMN,SKYW,SKYW
AIN,AIN,AMPY,AMPY,AMPY,AMPY,SLGN,SLGN
AJG,AJG,ANET,ANET,ANET,ANET,SLSN,SLSN
ALG,ALG,ANGI,ANGI,ANGI,ANGI,SNY,SNY
ALK,ALK,AOSL,AOSL,AOSL,AOSL,SONY,SONY
ALTG,ALTG,APA,APA,APA,APA,SPB,SPB
AMD,AMD,APLE,APLE,APLE,APLE,SPOK,SPOK
AMGN,AMGN,APT,APT,APT,APT,SPT,SPT
AMN,AMN,ARMK,ARMK,ARMK,ARMK,TBRG,TBRG
AN,AN,ASGN,ASGN,ASGN,ASGN,TCMD,TCMD
ANET,ANET,ATR,ATR,ATR,ATR,TDC,TDC
AON,AON,AVO,AVO,AVO,AVO,TECK,TECK
AOS,AOS,AXL,AXL,AXL,AXL,THO,THO
APD,APD,AXR,AXR,AXR,AXR,TIGO,TIGO
APT,APT,AZN,AZN,AZN,AZN,TPL,TPL
ARKO,ARKO,AZO,AZO,AZO,AZO,TR,TR
ARKR,ARKR,BCO,BCO,BCO,BCO,TRI,TRI
ARMK,ARMK,BEDU,BEDU,BEDU,BEDU,TRMB,TRMB
AROC,AROC,BEEM,BEEM,BEEM,BEEM,TRU,TRU
ASIX,ASIX,BIO,BIO,BIO,BIO,TTC,TTC
ASM,ASM,BIOX,BIOX,BIOX,BIOX,TYL,TYL
ASYS,ASYS,BMY,BMY,BMY,BMY,UCL,UCL
ATEN,ATEN,BORR,BORR,BORR,BORR,UEIC,UEIC
ATUS,ATUS,BOSC,BOSC,BOSC,BOSC,UG,UG
AVGO,AVGO,BRAG,BRAG,BRAG,BRAG,UHS,UHS
AVNW,AVNW,BWA,BWA,BWA,BWA,UI,UI
AVY,AVY,BWEN,BWEN,BWEN,BWEN,UIS,UIS
AZN,AZN,BXC,BXC,BXC,BXC,UNP,UNP
BAND,BAND,CAH,CAH,CAH,CAH,UPWK,UPWK
BBCP,BBCP,CALX,CALX,CALX,CALX,V,V
BDL,BDL,CAR,CAR,CAR,CAR,VC,VC
BEDU,BEDU,CARR,CARR,CARR,CARR,VEON,VEON
BIIB,BIIB,CARS,CARS,CARS,CARS,VIV,VIV
BJRI,BJRI,CCEL,CCEL,CCEL,CCEL,VMD,VMD
BLKB,BLKB,CCI,CCI,CCI,CCI,VRSK,VRSK
BMY,BMY,CCJ,CCJ,CCJ,CCJ,VTR,VTR
BOSC,BOSC,CCL,CCL,CCL,CCL,WAT,WAT
BP,BP,CE,CE,CE,CE,WEC,WEC
BR,BR,CECO,CECO,CECO,CECO,WELL,WELL
BRID,BRID,CENN,CENN,CENN,CENN,WK,WK
BRKR,BRKR,CENT,CENT,CENT,CENT,WLK,WLK
BRN,BRN,CENTA,CENTA,CENTA,CENTA,WLKP,WLKP
BSY,BSY,CF,CF,CF,CF,WPP,WPP
CAMT,CAMT,CHE,CHE,CHE,CHE,WPRT,WPRT
CAR,CAR,CHRW,CHRW,CHRW,CHRW,XPEL,XPEL
CCEL,CCEL,CLH,CLH,CLH,CLH,XPRO,XPRO
CCEP,CCEP,CLMB,CLMB,CLMB,CLMB,YPF,YPF
CCRN,CCRN,CLMT,CLMT,CLMT,CLMT,ZDGE,ZDGE
CDP,CDP,CLOV,CLOV,CLOV,CLOV,ZTS,ZTS
CHE,CHE,CLVT,CLVT,CLVT,CLVT,ZWS,ZWS
CHEF,CHEF,CLX,CLX,CLX,CLX,ABBV,ABBV
CHGG,CHGG,CMC,CMC,CMC,CMC,ABEV,ABEV
CIG,CIG,CNC,CNC,CNC,CNC,ABG,ABG
CLMT,CLMT,CNDT,CNDT,CNDT,CNDT,ACEL,ACEL
CLX,CLX,CNQ,CNQ,CNQ,CNQ,ACHC,ACHC
CMCSA,CMCSA,COE,COE,COE,COE,ADBE,ADBE
CMCT,CMCT,COHU,COHU,COHU,COHU,AEHR,AEHR
CNK,CNK,CORT,CORT,CORT,CORT,AEI,AEI
COHU,COHU,CPAY,CPAY,CPAY,CPAY,AEIS,AEIS
COR,COR,CPRT,CPRT,CPRT,CPRT,AEM,AEM
CORT,CORT,CPRX,CPRX,CPRX,CPRX,AEP,AEP
CQP,CQP,CPS,CPS,CPS,CPS,AER,AER
CRON,CRON,CQP,CQP,CQP,CQP,AIN,AIN
CSCI,CSCI,CRAI,CRAI,CRAI,CRAI,ALAR,ALAR
CSCO,CSCO,CRI,CRI,CRI,CRI,ALG,ALG
CSGP,CSGP,CRON,CRON,CRON,CRON,ALGN,ALGN
CSPI,CSPI,CSCO,CSCO,CSCO,CSCO,ALLT,ALLT
CSX,CSX,CSGS,CSGS,CSGS,CSGS,AMCX,AMCX
CVGW,CVGW,CTLP,CTLP,CTLP,CTLP,AMKR,AMKR
CWEN,CWEN,CTSH,CTSH,CTSH,CTSH,AMS,AMS
DAY,DAY,CUK,CUK,CUK,CUK,APA,APA
DCI,DCI,CVE,CVE,CVE,CVE,APD,APD
DDOG,DDOG,CVS,CVS,CVS,CVS,APG,APG
DHI,DHI,CWST,CWST,CWST,CWST,APLE,APLE
DIT,DIT,D,D,D,D,APTV,APTV
DOW,DOW,DASH,DASH,DASH,DASH,AQN,AQN
ECPG,ECPG,DAVA,DAVA,DAVA,DAVA,ARMK,ARMK
ED,ED,DBX,DBX,DBX,DBX,ARMN,ARMN
EHC,EHC,DCBO,DCBO,DCBO,DCBO,AROC,AROC
ELLO,ELLO,DE,DE,DE,DE,ARW,ARW
EME,EME,DENN,DENN,DENN,DENN,ASGN,ASGN
EPAC,EPAC,DFIN,DFIN,DFIN,DFIN,ASTE,ASTE
EPD,EPD,DHX,DHX,DHX,DHX,AWK,AWK
EQIX,EQIX,DIN,DIN,DIN,DIN,AXR,AXR
EQR,EQR,DINO,DINO,DINO,DINO,AXTI,AXTI
ES,ES,DKL,DKL,DKL,DKL,AZO,AZO
ESS,ESS,DNOW,DNOW,DNOW,DNOW,BAND,BAND
ET,ET,DOX,DOX,DOX,DOX,BBCP,BBCP
ETR,ETR,DRI,DRI,DRI,DRI,BCC,BCC
EVTC,EVTC,ELMD,ELMD,ELMD,ELMD,BDX,BDX
EXC,EXC,ELSE,ELSE,ELSE,ELSE,BE,BE
EXPD,EXPD,EML,EML,EML,EML,BEDU,BEDU
FARM,FARM,EOG,EOG,EOG,EOG,BGSF,BGSF
FI,FI,EPAM,EPAM,EPAM,EPAM,BILL,BILL
FIVN,FIVN,EQIX,EQIX,EQIX,EQIX,BIO,BIO
FND,FND,EQX,EQX,EQX,EQX,BLD,BLD
FNV,FNV,ESEA,ESEA,ESEA,ESEA,BLKB,BLKB
FORTY,FORTY,ESP,ESP,ESP,ESP,BNL,BNL
FTI,FTI,ESS,ESS,ESS,ESS,BORR,BORR
FUN,FUN,ETD,ETD,ETD,ETD,BOSC,BOSC
GDDY,GDDY,ETR,ETR,ETR,ETR,BRY,BRY
GDEV,GDEV,EXAS,EXAS,EXAS,EXAS,BSX,BSX
GFI,GFI,EXC,EXC,EXC,EXC,BWEN,BWEN
GGG,GGG,EXEL,EXEL,EXEL,EXEL,BYD,BYD
GILT,GILT,FC,FC,FC,FC,CALX,CALX
GLNG,GLNG,FELE,FELE,FELE,FELE,CAPS,CAPS
GLOB,GLOB,FERG,FERG,FERG,FERG,CARR,CARR
GM,GM,FIS,FIS,FIS,FIS,CBRL,CBRL
GMAB,GMAB,FIVN,FIVN,FIVN,FIVN,CBT,CBT
GNE,GNE,FLNG,FLNG,FLNG,FLNG,CCI,CCI
GNK,GNK,FLO,FLO,FLO,FLO,CDE,CDE
GPC,GPC,FLXS,FLXS,FLXS,FLXS,CENT,CENT
GPI,GPI,FND,FND,FND,FND,CENTA,CENTA
GRAB,GRAB,FORR,FORR,FORR,FORR,CGNX,CGNX
GSK,GSK,FOUR,FOUR,FOUR,FOUR,CHCI,CHCI
GTES,GTES,FRO,FRO,FRO,FRO,CHE,CHE
GWRS,GWRS,FRT,FRT,FRT,FRT,CHGG,CHGG
GYRE,GYRE,FSLR,FSLR,FSLR,FSLR,CIGI,CIGI
HCKT,HCKT,FSM,FSM,FSM,FSM,CLAR,CLAR
HFFG,HFFG,FSV,FSV,FSV,FSV,CLB,CLB
HLLY,HLLY,FTK,FTK,FTK,FTK,CLBT,CLBT
HNI,HNI,FTNT,FTNT,FTNT,FTNT,CLH,CLH
HOLX,HOLX,FUN,FUN,FUN,FUN,CLVT,CLVT
HOV,HOV,GCI,GCI,GCI,GCI,CLW,CLW
HPE,HPE,GDEN,GDEN,GDEN,GDEN,CMC,CMC
HPK,HPK,GDEV,GDEV,GDEV,GDEV,CMRE,CMRE
HR,HR,GDOT,GDOT,GDOT,GDOT,CMS,CMS
HRB,HRB,GEF,GEF,GEF,GEF,CMT,CMT
HUBS,HUBS,GEL,GEL,GEL,GEL,CNR,CNR
IAG,IAG,GGB,GGB,GGB,GGB,COE,COE
ICHR,ICHR,GGG,GGG,GGG,GGG,COLD,COLD
IDCC,IDCC,GLPG,GLPG,GLPG,GLPG,COLL,COLL
IDR,IDR,GNE,GNE,GNE,GNE,COMM,COMM
IDT,IDT,GNRC,GNRC,GNRC,GNRC,CPA,CPA
INFU,INFU,GPRK,GPRK,GPRK,GPRK,CPRX,CPRX
INVH,INVH,GSAT,GSAT,GSAT,GSAT,CRI,CRI
INVX,INVX,GSK,GSK,GSK,GSK,CSGS,CSGS
IPAR,IPAR,GTLS,GTLS,GTLS,GTLS,CTLP,CTLP
IRDM,IRDM,GWRE,GWRE,GWRE,GWRE,CVI,CVI
IT,IT,HAIN,HAIN,HAIN,HAIN,CWT,CWT
ITRI,ITRI,HBM,HBM,HBM,HBM,CYTK,CYTK
JOYY,JOYY,HCA,HCA,HCA,HCA,D,D
JYNT,JYNT,HCKT,HCKT,HCKT,HCKT,DCTH,DCTH
K,K,HFFG,HFFG,HFFG,HFFG,DDOG,DDOG
KEN,KEN,HLIT,HLIT,HLIT,HLIT,DENN,DENN
KGEI,KGEI,HLLY,HLLY,HLLY,HLLY,DGII,DGII
KN,KN,HMY,HMY,HMY,HMY,DHR,DHR
KO,KO,HOV,HOV,HOV,HOV,DHX,DHX
KT,KT,HRB,HRB,HRB,HRB,DIN,DIN
LAUR,LAUR,HSON,HSON,HSON,HSON,DIOD,DIOD
